{0, 0.008571428571428572}
{0.008571428571428572, 0.025963194077000817}
{0.025963194077000817, 0.04928072898598969}
{0.04928072898598969, 0.07210552342980517}
{0.07210552342980517, 0.08938596956082179}
{0.08938596956082179, 0.10675539195525457}
{0.10675539195525457, 0.12450756031823144}
{0.12450756031823144, 0.1416100433687363}
{0.1416100433687363, 0.14244971462061368}
{0.14244971462061368, 0.15121674843487784}
{0.15121674843487784, 0.18521278024050203}
{0.18521278024050203, 0.20655680474211574}
{0.20655680474211574, 0.22510972761204695}
{0.22510972761204695, 0.24242930022330914}
{0.24242930022330914, 0.2615150662731426}
{0.2615150662731426, 0.2782366747339535}
{0.2782366747339535, 0.3061490906302622}
{0.3061490906302622, 0.3159467076412702}
{0.3159467076412702, 0.3200427749175018}
{0.3200427749175018, 0.3363394653470443}
{0.3363394653470443, 0.3540129668821463}
{0.3540129668821463, 0.38644503665020424}
{0.38644503665020424, 0.41831641542611525}
{0.41831641542611525, 0.43535470428240836}
{0.43535470428240836, 0.4436892595824048}
{0.4436892595824048, 0.4444529069852921}
{0.4444529069852921, 0.46071758863853013}
{0.46071758863853013, 0.47962397406593865}
{0.47962397406593865, 0.4992140852081636}
{0.4992140852081636, 0.500367019660059}
{0.500367019660059, 0.5166150450870398}
{0.5166150450870398, 0.5425892348832025}
{0.5425892348832025, 0.5458286858786513}
{0.5458286858786513, 0.5757189146481405}
{0.5757189146481405, 0.5866888858621245}
{0.5866888858621245, 0.613970214977203}
{0.613970214977203, 0.6316764717778167}
{0.6316764717778167, 0.6324402709764424}
{0.6324402709764424, 0.6488344012876471}
{0.6488344012876471, 0.6657671858161492}
{0.6657671858161492, 0.6964672910090016}
{0.6964672910090016, 0.7263531811169115}
{0.7263531811169115, 0.7565123900857431}
{0.7565123900857431, 0.7758598515807844}
{0.7758598515807844, 0.7891727004714085}
{0.7891727004714085, 0.8078010857677567}
{0.8078010857677567, 0.8283036485164773}
{0.8283036485164773, 0.8490709029721509}
{0.8490709029721509, 0.8656369227055625}
{0.8656369227055625, 0.883493208982467}
{0.883493208982467, 0.9000343109067782}
{0.9000343109067782, 0.9195687458388728}
{0.9195687458388728, 0.9396349761326676}
{0.9396349761326676, 0.9468873484410097}
{0.9468873484410097, 0.9624221690314133}
{0.9624221690314133, 0.9751780922837948}
{0.9751780922837948, 1.0048316286155532}
{1.0048316286155532, 1.0244976730579947}
{1.0244976730579947, 1.0521686532535914}
{1.0521686532535914, 1.0584378471254363}
{1.0584378471254363, 1.0762549020217125}
{1.0762549020217125, 1.0769616234292907}
{1.0769616234292907, 1.0935283799354905}
{1.0935283799354905, 1.1276009815916666}
{1.1276009815916666, 1.1485270961979392}
{1.1485270961979392, 1.1491631435222545}
{1.1491631435222545, 1.1636490671339481}
{1.1636490671339481, 1.180135737273908}
{1.180135737273908, 1.1963494895723212}
{1.1963494895723212, 1.201116030403841}
{1.201116030403841, 1.2182889095969298}
{1.2182889095969298, 1.2274525418234237}
{1.2274525418234237, 1.2448339933718486}
{1.2448339933718486, 1.2637031485763255}
{1.2637031485763255, 1.2697727581262734}
{1.2697727581262734, 1.2865697962059737}
{1.2865697962059737, 1.3039267706336428}
{1.3039267706336428, 1.32121782912671}
{1.32121782912671, 1.3551683313299658}
{1.3551683313299658, 1.3857357581401464}
{1.3857357581401464, 1.4189487314320348}
{1.4189487314320348, 1.4528992206850253}
{1.4528992206850253, 1.46744321038328}
{1.46744321038328, 1.5013926468396601}
{1.5013926468396601, 1.5184112726708112}
{1.5184112726708112, 1.548594028320902}
{1.548594028320902, 1.5716138568502283}
{1.5716138568502283, 1.5891468105750237}
{1.5891468105750237, 1.6065039481273102}
{1.6065039481273102, 1.6072677254380918}
{1.6072677254380918, 1.6247602293975973}
{1.6247602293975973, 1.64730607079057}
{1.64730607079057, 1.6716203878697673}
{1.6716203878697673, 1.6889742025091452}
{1.6889742025091452, 1.7208427037507692}
{1.7208427037507692, 1.7382001483425344}
{1.7382001483425344, 1.755098668246711}
{1.755098668246711, 1.7663180522655473}
{1.7663180522655473, 1.783675193677968}
{1.783675193677968, 1.8009168724491311}
{1.8009168724491311, 1.8123658918265884}
{1.8123658918265884, 1.8297220767420006}
{1.8297220767420006, 1.8484553868213967}
{1.8484553868213967, 1.879409486936119}
{1.879409486936119, 1.9087458509945185}
{1.9087458509945185, 1.9201863079558805}
{1.9201863079558805, 1.945767481197014}
{1.945767481197014, 1.962886447303067}
{1.962886447303067, 1.996911753625549}
{1.996911753625549, 2.000937287656477}
{2.000937287656477, 2.0183688258994947}
{2.0183688258994947, 2.03572628850539}
{2.03572628850539, 2.053154729178876}
{2.053154729178876, 2.084643956526336}
{2.084643956526336, 2.1025405389358207}
{2.1025405389358207, 2.128307751716855}
{2.128307751716855, 2.156103066676866}
{2.156103066676866, 2.163671099083364}
{2.163671099083364, 2.1805691244497725}
{2.1805691244497725, 2.1951414698211185}
{2.1951414698211185, 2.2291537326150097}
{2.2291537326150097, 2.2464077042409096}
{2.2464077042409096, 2.261616655283197}
{2.261616655283197, 2.2791056940996723}
{2.2791056940996723, 2.284650922484783}
{2.284650922484783, 2.312154853057046}
{2.312154853057046, 2.332920937689998}
{2.332920937689998, 2.3503545122932223}
{2.3503545122932223, 2.3663062476881342}
{2.3663062476881342, 2.396338708535724}
{2.396338708535724, 2.425710294084457}
{2.425710294084457, 2.454715633150746}
{2.454715633150746, 2.4886648462264436}
{2.4886648462264436, 2.5127776841794}
{2.5127776841794, 2.5455463773092135}
{2.5455463773092135, 2.5607710939129045}
{2.5607710939129045, 2.575988394383707}
{2.575988394383707, 2.61005741620741}
{2.61005741620741, 2.6440759587802987}
{2.6440759587802987, 2.6686458720124224}
{2.6686458720124224, 2.6850235661993214}
{2.6850235661993214, 2.715078877081895}
{2.715078877081895, 2.7491439507291537}
{2.7491439507291537, 2.7807326276710977}
{2.7807326276710977, 2.7862517155829907}
{2.7862517155829907, 2.8037425507886984}
{2.8037425507886984, 2.8062493583363755}
{2.8062493583363755, 2.825034362703863}
{2.825034362703863, 2.8403219540742786}
{2.8403219540742786, 2.854420662522336}
{2.854420662522336, 2.8644607251718384}
{2.8644607251718384, 2.8687424122232956}
{2.8687424122232956, 2.8887449060594195}
{2.8887449060594195, 2.906101458310419}
{2.906101458310419, 2.9164898006355973}
{2.9164898006355973, 2.917154606012081}
{2.917154606012081, 2.9177993483790474}
{2.9177993483790474, 2.93749942683452}
{2.93749942683452, 2.954444182873799}
{2.954444182873799, 2.969716925715498}
{2.969716925715498, 2.9875799610695792}
{2.9875799610695792, 2.9931438495169744}
{2.9931438495169744, 2.9939239029388585}
